root_cnpj,cnpj_est,name,date_start,situation,situationDate,cidade,porte,activity
03788020,03788020000167,ASSOCIACAO DOS PEQUENOS PRODUTORES RURAIS DE BOM JARDIM,2000-05-05,Baixada,2008-12-31,TIMBIRAS,DEMAIS,Atividades de associações de defesa de direitos sociais
03828301,03828301000104,AZIMUTH CONSTRUCOES E SERVICOS LTDA,2000-05-10,Ativa,2005-11-03,SAO JOSE DE RIBAMAR,MICRO EMPRESA,Construção de edifícios
03688302,03688302000192,ASSOC.DOS PEQ.PROD.RURAIS DO P.A. SANTANA SUB-AREA III,2000-03-14,Ativa,2000-03-14,COROATA,DEMAIS,Atividades de associações de defesa de direitos sociais
03772645,03772645000130,ASSOCIACAO DE AMARANTINA DE EDUCADORES DO MUNICIPIO DE AMARANTE DO MARANHAO (AAE),2000-04-26,Ativa,2000-04-26,AMARANTE DO MARANHAO,DEMAIS,Atividades de associações de defesa de direitos sociais
03776314,03776314000179,GEMI ASSISTENCIA TECNICA E REPRESENTACOES LTDA,2000-04-26,Suspensa,2010-06-21,SAO LUIS,DEMAIS,Manutenção e reparação de máquinas e equipamentos para uso geral não especificados anteriormente
03687652,03687652000134,ASSOC. DOS PEQ. P. RUR. DAS COM.CAJUEIRO E SERRA SABAIBA-MA-APRUCS,2000-02-25,Baixada,2015-02-09,SAMBAIBA,DEMAIS,Atividades de associações de defesa de direitos sociais
03819866,03819866000117,CLINIMAGEM SERVICOS DIAGNOSTICOS MEDICOS,2000-05-18,Baixada,2002-01-15,SAO LUIS,DEMAIS,Atividades de serviços de complementação diagnóstica e terapêutica não especificadas anteriormente
03822283,03822283000145,V. M. PESSOA JUNIOR,2000-05-18,Inapta,2019-01-29,CHAPADINHA,MICRO EMPRESA,"Lojas de variedades, exceto lojas de departamentos ou magazines"
03735454,03735454000107,LIGA ESPORTIVA BACABEIRENSE,2000-04-05,Inapta,2018-11-06,BACABEIRA,DEMAIS,Produção e promoção de eventos esportivos
03740531,03740531000109,PARTIDO LIBERAL,2000-04-06,Inapta,2019-02-01,PRESIDENTE DUTRA,DEMAIS,Atividades de organizações políticas
03690424,03690424000113,D DE M CAVALCANTI,2000-03-13,Baixada,2008-12-31,SAO LUIS,DEMAIS,Comércio varejista de outros produtos não especificados anteriormente
03785686,03785686000161,PARTIDO TRABALHISTA BRASILEIRO,2000-05-02,Inapta,2019-02-01,BERNARDO DO MEARIM,DEMAIS,Atividades de organizações políticas
03781771,03781771000151,PARTIDO DA FRENTE LIBERAL,2000-05-02,Baixada,2015-02-09,BERNARDO DO MEARIM,DEMAIS,Atividades de organizações políticas
03798265,03798265000175,TEMPLO NERANO DO AMANHECER,2000-05-10,Inapta,2019-01-17,CAXIAS,DEMAIS,Atividades de organizações religiosas ou filosóficas
03686464,03686464000191,TATIANE OLIVEIRA LIMA,2000-02-29,Inapta,2018-09-18,BALSAS,MICRO EMPRESA,Atividades de condicionamento físico
03699528,03699528000199,RENOVO EMPREENDIMENTOS LTDA,2000-03-14,Ativa,2005-11-03,MARACACUME,MICRO EMPRESA,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns"
03689442,03689442000185,OTICA PONTO OPTICO LTDA,2000-03-10,Ativa,2005-11-03,SAO LUIS,MICRO EMPRESA,Comércio varejista de artigos de óptica
03826598,03826598000160,PARTIDO DA FRENTE LIBERAL,2000-05-24,Baixada,2015-02-09,VITORIA DO MEARIM,DEMAIS,Atividades de organizações políticas
03698135,03698135000160,ASSOCIACAO DOS PEQUENOS PRODUTORES RURAIS DE CAMPEXAL,2000-03-10,Inapta,2020-10-27,TURIACU,DEMAIS,Atividades de associações de defesa de direitos sociais
03698146,03698146000140,ASSOCIACAO DOS PEQUENOS PRODUTORES RURAIS DO BOMFIM,2000-03-10,Baixada,2015-02-09,TURIACU,DEMAIS,Atividades de associações de defesa de direitos sociais
03735038,03735038000109,MAMORE FACTORING LTDA,2000-03-29,Inapta,2018-09-18,SAO LUIS,MICRO EMPRESA,Sociedades de fomento mercantil - factoring
03814181,03814181000188,ASSOCIACAO DOS AGRICULTORES FAMILIARES DO POVOADO TRABALHOSA,2000-05-16,Ativa,2019-05-03,CAXIAS,DEMAIS,Atividades de associações de defesa de direitos sociais
03822693,03822693000196,IGREJA CRISTA EVANGELICA DA AICEB CHAPADINHA - MA,1999-10-04,Ativa,1999-10-04,CHAPADINHA,DEMAIS,Atividades de organizações religiosas ou filosóficas
03787672,03787672000187,UNIDADE EXECUTORA CONSELHO ESCOLAR SARDINHA,2000-05-01,Inapta,2019-02-01,BARRA DO CORDA,DEMAIS,Atividades de associações de defesa de direitos sociais
03705229,03705229000110,IGREJA EVANGELICA ASSEMBLEIA DE DEUS NACAO MADUREIRA,2000-03-20,Ativa,2005-08-27,SANTA INES,DEMAIS,Atividades de organizações religiosas ou filosóficas
03710234,03710234000110,PAULO VICTOR PEREIRA,2000-03-21,Baixada,2003-06-16,SAO LUIS,DEMAIS,Comércio varejista de materiais de construção não especificados anteriormente
03761670,03761670000119,PARTIDO DEMOCRATICO TRABALHISTA - DIRETORIO MUNICIPAL - ALTAMIRA DO MARANHAO/MA,2000-04-19,Ativa,2020-03-12,ALTAMIRA DO MARANHAO,DEMAIS,Atividades de organizações políticas
03714864,03714864000163,MARIA LOURDES FREIRE DE FREITAS,2000-03-24,Inapta,2018-11-06,SAO LUIS,MICRO EMPRESA,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns"
03742056,03742056000100,A. DE JESUS SOARES,2000-03-29,Baixada,2015-02-09,SANTA INES,DEMAIS,Comércio varejista de outros produtos não especificados anteriormente
03820050,03820050000103,S. R. DE A. ANTAO-COMERCIO,2000-05-19,Baixada,2015-02-09,CHAPADINHA,MICRO EMPRESA,Comércio atacadista de cereais e leguminosas beneficiados
03685501,03685501000147,P J BRUCE - COMERCIO,2000-01-26,Inapta,2018-09-18,VITORIA DO MEARIM,MICRO EMPRESA,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns"
03721094,03721094000186,A. L. RABELO LIMA,1999-11-19,Ativa,2005-11-03,MORROS,MICRO EMPRESA,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns"
03798308,03798308000112,COTTAGE ENGENHARIA LTDA,2000-05-08,Baixada,2006-12-06,SAO LUIS,DEMAIS,Construção de edifícios
03736250,03736250000182,F. DE SOUSA REIS,2000-03-09,Ativa,2005-11-03,ZE DOCA,MICRO EMPRESA,Comércio varejista de móveis
03685900,03685900000108,EDVALDO DE J. ALMEIDA,2000-03-02,Inapta,2018-09-18,PINHEIRO,MICRO EMPRESA,Comércio varejista de materiais de construção em geral
03798379,03798379000115,O. PEREIRA NETO,2000-05-10,Inapta,2018-12-07,IMPERATRIZ,MICRO EMPRESA,Restaurantes e similares
03829291,03829291000113,ADALTIVA COELHO DA SILVA,2000-05-18,Baixada,2000-08-23,SAO LUIS,DEMAIS,Comércio varejista de bebidas
03817880,03817880000181,PARTIDO TRABALHISTA BRASILEIRO- PTB DIRETORIO MUNICIPAL DE BACURI- MA,2000-05-18,Baixada,2015-02-09,BACURI,DEMAIS,Atividades de associações de defesa de direitos sociais
03817881,03817881000126,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA- PSDB DIRETORIO MUNICIPAL DE BACURI- MA,2000-05-18,Inapta,2019-01-29,BACURI,DEMAIS,Atividades de organizações políticas
03790802,03790802000130,M F UGOLINE DE MOURA,2000-04-26,Ativa,2005-11-03,BALSAS,MICRO EMPRESA,"Comércio varejista de produtos farmacêuticos, sem manipulação de fórmulas"
03684920,03684920000164,IPM INVESTIMENTOS E PARTICIPACOES DO MARANHAO LTDA,2000-03-02,Inapta,2019-02-28,SAO LUIS,DEMAIS,Incorporação de empreendimentos imobiliários
03760269,03760269000164,ANTONINO & ANTONINO S/C LTDA,2000-04-18,Ativa,2005-11-03,IMPERATRIZ,DEMAIS,Aluguel de imóveis próprios
03807394,03807394000182,PARTIDO PROGRESSISTA BRASILEIRO,1999-09-05,Baixada,2015-02-09,BELA VISTA DO MARANHAO,DEMAIS,Atividades de organizações políticas
03724306,03724306000189,ASSOCIACAO DE AGRICULTORES DO BAIANO,2000-03-31,Baixada,2015-02-09,CURURUPU,DEMAIS,Atividades de associações de defesa de direitos sociais
03819212,03819212000193,BENEDITA PEREIRA COSTA,2000-05-18,Baixada,2008-03-05,SAO LUIS,MICRO EMPRESA,Padaria e confeitaria com predominância de revenda
03765199,03765199000137,ELEBRAS SERVICOS LTDA,2000-04-19,Inapta,2018-11-06,SAO LUIS,DEMAIS,Instalação e manutenção elétrica
03827957,03827957000102,ASSOCIACAO DOS AGRICULTORES FAMILIARES DO POVOADO CANOA II,2000-05-18,Baixada,2015-02-09,CAXIAS,DEMAIS,Atividades de associações de defesa de direitos sociais
03724601,03724601000135,MJD COMERCIO E REPRESENTACOES LTDA,2000-03-23,Ativa,2005-11-03,SAO LUIS,MICRO EMPRESA,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional"
03802693,03802693000124,ASSOCIACAO DOS MORADORES DA VILA CANAA 2,2000-05-02,Baixada,2015-02-09,BOM JARDIM,DEMAIS,Atividades de associações de defesa de direitos sociais
03704816,03704816000194,ASSOCIACAO DOS MORADORES DO BAIRRO GALIZA,2000-03-20,Ativa,2018-11-20,MATINHA,DEMAIS,Atividades de associações de defesa de direitos sociais
03816874,03816874000100,M. CARMO LIMA,2000-05-17,Baixada,2014-10-06,LAGO DA PEDRA,MICRO EMPRESA,Construção de edifícios
03812243,03812243000112,D. ISIDORIO SOBRINHO MANUTENCAO MECANICA,2000-05-10,Baixada,2008-12-31,CODO,DEMAIS,"Manutenção e reparação de máquinas e equipamentos para uso na extração mineral, exceto na extração de petróleo"
03824908,03824908000108,ESCOLA MUNICIPAL AFONSO PAIVA,1999-04-13,Ativa,2005-11-03,PINHEIRO,DEMAIS,Atividades de associações de defesa de direitos sociais
03757198,03757198000140,A.N. SERRA,2000-04-07,Baixada,2008-12-31,SAO LUIS,DEMAIS,Comércio varejista de outros produtos não especificados anteriormente
03775717,03775717000101,ALBERTO L.DA SILVA,2000-04-26,Baixada,2008-12-31,SAO LUIS,DEMAIS,Comercio varejista de artigos de armarinho
03790279,03790279000142,DIRETORIO MUNICIPAL DO PARTIDO SOCIAL DEMOCRATICO - PSD MUNICIPIO DE BOA VISTA DO GURUPI - MA,1998-06-14,Baixada,2015-02-09,BOA VISTA DO GURUPI,DEMAIS,Atividades de organizações políticas
03785710,03785710000162,MDB 15 - MOVIMENTO DEMOCRATICO BRASILEIRO - DIR MUNICIPAL DE SANTA INES MA,2000-04-28,Ativa,2020-08-07,SANTA INES,DEMAIS,Atividades de organizações políticas
03830487,03830487000128,PARTIDO DEMOCRATICO TRABALHISTA - PDT,2000-05-23,Ativa,2020-05-19,BOM JARDIM,DEMAIS,Atividades de organizações políticas
03827202,03827202000108,DIRETORIO MUNICIPAL DO PARTIDO POPULAR SOCIALISTA DE NOVA OLINDADO MARANHAO,2000-05-23,Baixada,2015-02-09,NOVA OLINDA DO MARANHAO,DEMAIS,Atividades de organizações políticas
03731483,03731483000192,ASSOCIACAO DOS PRODUTORES DO JATOBA - MEARIM,2000-02-09,Baixada,2015-02-09,GRAJAU,DEMAIS,Atividades de associações de defesa de direitos sociais
03684723,03684723000145,ASSOCIACAO DOS AGRICULTORES FAMILIARES DO POVOADO CAJUEIRO,2000-03-13,Ativa,2005-11-03,CAXIAS,DEMAIS,Atividades de associações de defesa de direitos sociais
03767675,03767675000159,POSTO MATINHENSE LTDA,2000-04-13,Ativa,2005-09-03,MATINHA,MICRO EMPRESA,Comércio varejista de combustíveis para veículos automotores
03686519,03686519000163,IGREJA EVANGELICA ASSEMBLEIA DE DEUS,1999-09-22,Ativa,2020-01-29,SITIO NOVO,DEMAIS,Atividades de organizações religiosas ou filosóficas
03825665,03825665000122,CAIXA ESCOLAR OSCAR DE FREITAS,2000-02-10,Ativa,2020-01-26,ARAIOSES,DEMAIS,Atividades de associações de defesa de direitos sociais
03791851,03791851000198,LUZINALDA PEREIRA DE ARAUJO,2000-05-08,Ativa,2005-11-03,MIRADOR,MICRO EMPRESA,Comércio varejista de artigos de papelaria
03718208,03718208000139,MODULO - ENGENHARIA LTDA,2000-03-27,Ativa,2005-09-24,SAO LUIS,EMPRESA DE PEQUENO PORTE,Construção de edifícios
03826159,03826159000158,C A DE OLIVEIRA JUNIOR,2000-05-18,Ativa,2005-11-03,SAO LUIS,EMPRESA DE PEQUENO PORTE,Comércio a varejo de peças e acessórios novos para veículos automotores
03716513,03716513000191,E. X. RODRIGUES,2000-03-15,Baixada,2012-11-08,SANTA LUZIA DO PARUA,MICRO EMPRESA,Comércio varejista de artigos do vestuário e acessórios
03716938,03716938000109,CLAUDIO FREDERICO DIAS VIEIRA DE QUEIROZ,2000-03-24,Inapta,2018-09-18,IMPERATRIZ,MICRO EMPRESA,Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente
03694974,03694974000100,JURACY NOGUEIRA SOARES JUNIOR,2000-02-10,Inapta,2019-01-16,SANTA LUZIA DO PARUA,MICRO EMPRESA,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns"
03709922,03709922000160,SEBATUR TRANSPORTE E TURISMO LTDA,2000-03-23,Inapta,2018-09-18,SAO LUIS,MICRO EMPRESA,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, intermunicipal em região metropolitana"
03735142,03735142000195,DROGARIA FARMADEL LTDA,2000-03-27,Ativa,2005-07-09,SAO LUIS,EMPRESA DE PEQUENO PORTE,"Comércio varejista de produtos farmacêuticos, sem manipulação de fórmulas"
03764576,03764576000113,TOP MODEL CONFECCOES LTDA,2000-04-17,Inapta,2018-09-18,SAO LUIS,MICRO EMPRESA,Comércio varejista de artigos do vestuário e acessórios
03750690,03750690000194,ROSALINA CAMARA PEREIRA,2000-03-22,Baixada,2015-02-09,SAO LUIS,DEMAIS,Comércio varejista de outros produtos não especificados anteriormente
03780816,03780816000173,A. C. BORGES,2000-04-17,Baixada,2008-12-31,SAO LUIS,DEMAIS,"Produção de espetáculos circenses, de marionetes e similares"
03707374,03707374000130,ASSOCIACAO DE MORADORES PROTECAO DE SANTO ANTONIO DO POVOADO ARIRIZAL,1999-06-28,Baixada,2008-12-31,ALCANTARA,DEMAIS,Atividades de associações de defesa de direitos sociais
03709162,03709162000191,A. C. S. PINTO COMERCIO,2000-03-17,Baixada,2015-02-09,SAO VICENTE FERRER,DEMAIS,Comércio varejista de artigos do vestuário e acessórios
03793441,03793441000186,SANMARA PINHEIRO MEIRELES,2000-04-05,Ativa,2005-11-03,BOM JARDIM,DEMAIS,Transporte escolar
03742679,03742679000182,R FERREIRA MARTINS JUNIOR,1999-12-16,Baixada,2002-07-11,SAO LUIS,DEMAIS,Comércio varejista de artigos de viagem
03822341,03822341000130,PARTIDO LIBERAL-PL,1999-08-31,Baixada,2012-02-06,VITORIA DO MEARIM,DEMAIS,Atividades de organizações políticas
03802094,03802094000100,SUDAM COMERCIO DE MOVEIS LTDA,2000-05-10,Baixada,2012-07-04,SAO LUIS,MICRO EMPRESA,Comércio varejista de móveis
03760413,03760413000162,PARTIDO DEMOCRATICO TRABALHISTA - PDT NO MUN. DE JOAO LISBOA -MA,2000-04-18,Baixada,2015-02-09,JOAO LISBOA,DEMAIS,Atividades de organizações políticas
03780123,03780123000180,CYTE CONSTRUTORA E EMPREENDIMENTOS LTDA,2000-04-18,Ativa,2005-11-03,SAO LUIS,MICRO EMPRESA,Construção de edifícios
03704291,03704291000197,SILVA & BEZERRA LTDA,2000-03-21,Inapta,2018-11-06,SAO LUIS,DEMAIS,Ensino médio
03819740,03819740000142,PARTIDO SOCIAL DEMOCRATICO,1999-10-16,Baixada,2015-02-09,AXIXA,DEMAIS,Atividades de organizações políticas
03801851,03801851000121,CAXIAS CORRETORA DE SEGUROS LTDA,2000-05-04,Ativa,2005-11-03,CAXIAS,MICRO EMPRESA,"Corretores e agentes de seguros, de planos de previdência complementar e de saúde"
03796327,03796327000100,CICERA ALAIDES DA CONCEICAO,2000-05-03,Baixada,2018-03-06,SAO LUIS,MICRO EMPRESA,Comércio varejista de outros artigos de uso doméstico não especificados anteriormente
03710073,03710073000165,A. E. DE CARVALHO COMERCIO,2000-03-17,Ativa,2005-11-03,SAO LUIS,MICRO EMPRESA,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns"
03803641,03803641000172,ASSOCIACAO BENEFICENTE DOS MORADORES DO BAIRRO VILA SANTA,2000-05-08,Baixada,2008-12-31,GOVERNADOR EUGENIO BARROS,DEMAIS,Atividades de associações de defesa de direitos sociais
03789177,03789177000107,LOBATO & DEMOUSSEAU LTDA,2000-05-03,Inapta,2018-11-06,SAO LUIS,MICRO EMPRESA,Restaurantes e similares
03802606,03802606000139,CAIXA ESCOLAR PROFESSORA VIRGINIA CURY,2000-05-12,Ativa,2005-11-03,BALSAS,DEMAIS,Atividades de associações de defesa de direitos sociais
03723891,03723891000100,R.N.M.MENDES,2000-02-10,Ativa,2005-11-03,SAO LUIS,MICRO EMPRESA,Restaurantes e similares
03742526,03742526000135,JOEL FERREIRA COSTA,2000-04-09,Inapta,2019-01-17,COROATA,MICRO EMPRESA,Comércio varejista de móveis
03790434,03790434000120,ASSOCIACAO DOS MORADORES DA LOCALIDADE TIMBO,2000-05-08,Baixada,2015-02-09,CODO,DEMAIS,Atividades de associações de defesa de direitos sociais
03743485,03743485000100,J. H. NUNES FILHO COMERCIO E CONSTRUCOES,2000-04-06,Ativa,2005-11-03,ACAILANDIA,MICRO EMPRESA,Comércio varejista de materiais de construção em geral
03739787,03739787000104,ASSOCIACAO RURAL COMUNITARIA DO POVOADO CENTRO DO ZE LEAL,2000-03-19,Baixada,2015-02-09,PAULO RAMOS,DEMAIS,Atividades de associações de defesa de direitos sociais
03831910,03831910000104,ASSOCIACAO DE AGRICULTORES DO POVOADO SAO MIGUEL,2000-05-07,Baixada,2008-12-31,PRESIDENTE DUTRA,DEMAIS,Atividades de associações de defesa de direitos sociais
03761472,03761472000155,DIRETORIO MUNICIPAL DO PARTIDO PROGRESSISTA BRASILEIRO- PPB,2000-04-17,Inapta,2019-01-29,CURURUPU,DEMAIS,Atividades de organizações políticas
03805821,03805821000193,ASSOCIACAO DOS PESCADORES MARICULTORES DE GODOFREDO VIANA,2000-04-14,Baixada,2015-02-09,GODOFREDO VIANA,DEMAIS,Atividades de associações de defesa de direitos sociais
03700710,03700710000112,S C SOARES - COMERCIO,2000-02-09,Ativa,2005-11-03,SAO LUIS,MICRO EMPRESA,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns"
03788959,03788959000121,TANIA M AIRES MACIEL,2000-05-08,Ativa,2005-09-03,VITORINO FREIRE,MICRO EMPRESA,"Comércio varejista de produtos farmacêuticos, sem manipulação de fórmulas"
03797682,03797682000101,LAGUNA CONSTRUCOES LTDA,2000-04-26,Inapta,2018-11-06,SAO LUIS,MICRO EMPRESA,Construção de edifícios
03709720,03709720000119,ASSOCIACAO DOS CRIADORES DE PEQUENOS ANIMAIS DE MONTES ALTOS,2000-03-10,Inapta,2018-12-07,MONTES ALTOS,DEMAIS,Atividades de associações de defesa de direitos sociais
03694901,03694901000119,"CONTAGEM - CONTABILIDADE, GERENCIAMENTO E CONSULTORIA LTDA",2000-03-15,Inapta,2018-09-18,PINHEIRO,MICRO EMPRESA,Atividades de contabilidade
03819058,03819058000150,A. JOSE DA SILVA - COMERCIO,2000-05-17,Baixada,2015-02-09,SAO LUIS,DEMAIS,Comércio a varejo de peças e acessórios novos para veículos automotores
03832594,03832594000195,PARTIDO SOCIAL DEMOCRATICO,2000-05-10,Inapta,2019-01-17,COELHO NETO,DEMAIS,Atividades de organizações políticas
03770709,03770709000164,PDT DIRETORIO MUNICIPAL DE MILAGRES DO MARANHAO,2000-04-25,Inapta,2019-01-29,MILAGRES DO MARANHAO,DEMAIS,Atividades de organizações políticas
03789320,03789320000160,CONSELHO ESCOLAR DA ESCOLA MUNICIPAL RAIMUNDO BACELAR,2000-05-08,Ativa,2019-03-22,COELHO NETO,DEMAIS,Atividades de associações de defesa de direitos sociais
03806774,03806774000100,CAIXA ESOCLAR DO G. E. HENRIQUE MUNIZ,2000-05-11,Ativa,2020-02-21,SAO RAIMUNDO DO DOCA BEZERRA,DEMAIS,Ensino fundamental
03831324,03831324000160,ESCOLA MUNICIPAL ROBSON DAS FLORES OLIVEIRA,2000-05-18,Ativa,2000-05-18,PINHEIRO,DEMAIS,Atividades de associações de defesa de direitos sociais
03773345,03773345000176,CONSTRUTORA CASABLANCA LTDA,2000-04-26,Baixada,2004-01-19,ITINGA DO MARANHAO,DEMAIS,Construção de edifícios
03778904,03778904000130,R C PINTO COMERCIO,2000-04-17,Baixada,2008-12-31,GOVERNADOR NUNES FREIRE,MICRO EMPRESA,Comércio varejista de artigos do vestuário e acessórios
03797524,03797524000143,ASSOCIACAO DOS PEQUENOS PRODUTORES RURAIS BOM TEMPO,2000-04-12,Baixada,2015-02-09,FORMOSA DA SERRA NEGRA,DEMAIS,Atividades de associações de defesa de direitos sociais
03821855,03821855000171,ESCOLA MUNICIPAL LUIS CARLOS LEITE,1999-04-20,Ativa,2005-11-03,PINHEIRO,DEMAIS,Atividades de associações de defesa de direitos sociais
03783202,03783202000145,SOBRAL REPRESENTACOES LTDA,2000-04-28,Baixada,2015-02-09,SAO LUIS,DEMAIS,"Representantes comerciais e agentes do comércio de combustíveis, minerais, produtos siderúrgicos e químicos"
03760231,03760231000191,POLO CONSTRUCOES E SERVICOS LTDA,2000-04-06,Baixada,2008-12-31,SAO LUIS,DEMAIS,Outras obras de engenharia civil não especificadas anteriormente
03795420,03795420000108,MOVIMENTO DEMOCRATICO BRASILEIRO -  BURITIRANA - MUNICIPAL - MA,1999-10-20,Ativa,2019-03-13,BURITIRANA,DEMAIS,Atividades de organizações políticas
03756968,03756968000130,R. A . DE SOUSA,2000-04-06,Baixada,2001-02-16,SAO LUIS,DEMAIS,Ensino fundamental
03689961,03689961000143,C. L. BATISTA,2000-03-03,Inapta,2018-11-06,SAO LUIS,DEMAIS,Comércio varejista de equipamentos para escritório
03804233,03804233000135,J M BEZERRA MATERIAL DE CONSTRUO,2000-05-10,Baixada,2008-12-31,SAO JOSE DE RIBAMAR,DEMAIS,Comércio varejista de materiais de construção em geral
03827260,03827260000123,ASSOCIACAO COMUNITARIA DO POVOADO TERRA NOSTRA,2000-05-15,Suspensa,2015-01-18,ZE DOCA,DEMAIS,Atividades de associações de defesa de direitos sociais
03738569,03738569000147,T. DE F. SOUSA GOMES COMERCIO,2000-03-28,Ativa,2005-10-07,SAO LUIS,MICRO EMPRESA,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns"
03822569,03822569000120,ESCOLA MUNICIPAL JOAO BATISTA PINHEIRO,2000-05-09,Inapta,2019-01-29,PINHEIRO,DEMAIS,Atividades de associações de defesa de direitos sociais
03690426,03690426000102,GONCALO PAZ DOS SANTOS,2000-03-14,Inapta,2018-11-06,PACO DO LUMIAR,MICRO EMPRESA,Comércio varejista de outros produtos não especificados anteriormente
03774267,03774267000124,F. G. DA SILVA COMERCIO E SERVIOS,2000-04-25,Baixada,2008-12-31,ESTREITO,MICRO EMPRESA,Construção de estações e redes de distribuição de energia elétrica
03828179,03828179000168,ALMEIDA E SERRANO LTDA,2000-05-23,Ativa,2005-11-03,PACO DO LUMIAR,MICRO EMPRESA,Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente
03710372,03710372000108,F J LOCACAO COMERCIO E REPRESENTACOES LTDA,2000-03-16,Ativa,2005-11-03,SAO LUIS,MICRO EMPRESA,Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente
03779982,03779982000150,PARTIDO DEMOCRATICO TRABALHISTA - PDT,2000-04-27,Baixada,2008-12-31,PIRAPEMAS,DEMAIS,Atividades de organizações políticas
03696146,03696146000101,V. DOS S. AGUIAR,2000-03-14,Inapta,2018-09-18,IMPERATRIZ,MICRO EMPRESA,Comércio varejista de artigos do vestuário e acessórios
03825306,03825306000175,S. M. L. SERENO DA COSTA,2000-05-23,Inapta,2019-01-17,PRESIDENTE DUTRA,MICRO EMPRESA,Comércio varejista de materiais de construção não especificados anteriormente
03780945,03780945000161,D. F. DOS REIS,2000-04-17,Inapta,2018-12-07,ITINGA DO MARANHAO,MICRO EMPRESA,Beneficiamento de arroz
03728360,03728360000100,JOSE R. NUNES MATERIAIS DE CONSTRUCAO,2000-03-29,Ativa,2019-07-20,SANTA INES,MICRO EMPRESA,Comércio varejista de materiais de construção não especificados anteriormente
03783816,03783816000127,V. COSTA CANEDO,2000-05-02,Baixada,2015-02-09,CAXIAS,DEMAIS,Comércio a varejo de peças e acessórios novos para veículos automotores
03785542,03785542000105,PARTIDO DEMOCRATICO TRABALISTA,2000-04-28,Inapta,2019-01-16,MARACACUME,DEMAIS,Atividades de organizações políticas
03753554,03753554000158,V. M. SOUSA DE ALBUQUERQUE,2000-04-12,Inapta,2018-11-06,SAO LUIS,DEMAIS,"Comércio varejista de suvenires, bijuterias e artesanatos"
03729653,03729653000102,NOLDON PEDRO ALVES,2000-02-21,Ativa,2003-10-18,CODO,DEMAIS,Preparação de canteiro e limpeza de terreno
03702178,03702178000172,ASSOCIACAO DOS PRODUTORES RURAIS DE RIO GRANDE,2000-03-14,Inapta,2019-01-29,CURURUPU,DEMAIS,Atividades de associações de defesa de direitos sociais
03778778,03778778000114,R O MADEIRA,2000-04-28,Ativa,2005-11-03,SAO LUIS,MICRO EMPRESA,Construção de edifícios
03831489,03831489000131,B. G. DA SILVA COMERCIO,2000-05-24,Baixada,2015-02-09,IMPERATRIZ,DEMAIS,Comércio varejista de hortifrutigranjeiros
03793133,03793133000150,PARTIDO TRABALHISTA BRASILEIRO - PTB - ESPERANTINOPOLIS - MA,2000-04-28,Ativa,2020-06-29,ESPERANTINOPOLIS,DEMAIS,Atividades de organizações políticas
03778209,03778209000179,ASSOCIACAO DOS PEQUENOS PRODUTORES RURAIS DO POVADO DE PITOMBEIRA,2000-04-26,Baixada,2008-12-31,CURURUPU,DEMAIS,Atividades de associações de defesa de direitos sociais
03731670,03731670000176,CHAGAS EVENTOS E DIVERSOES LTDA,2000-03-30,Baixada,2017-08-23,SAO LUIS,DEMAIS,Serviços de alimentação para eventos e recepções - bufê
03785859,03785859000141,D M S DE SOUSA COMERCIO,2000-04-18,Baixada,2008-12-31,SAO LUIS,DEMAIS,Comércio varejista de artigos do vestuário e acessórios
03830137,03830137000161,ESCOLA MUNICIPAL ANTONIO CANINDE DOS SANTOS,2000-05-09,Ativa,2000-05-09,PINHEIRO,DEMAIS,Atividades de associações de defesa de direitos sociais
03754658,03754658000187,ASSOCIACAO DAS PARTEIRAS TRADICIONAIS DE SAO BENTO,2000-04-11,Baixada,2008-12-31,SAO BENTO,DEMAIS,Atividades de associações de defesa de direitos sociais
03823789,03823789000179,PARTIDO DA MOBILIZACAO NACIONAL,2000-03-26,Inapta,2018-09-18,PIO XII,DEMAIS,Atividades de organizações políticas
03779742,03779742000155,H C DA SILVA OLIVEIRA,2000-04-17,Inapta,2018-09-18,SAO LUIS,MICRO EMPRESA,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns"
03779442,03779442000176,ASSOCIACAO DO CLUBE DE MAES DO BAIRRO ACUCENA,2000-04-26,Baixada,2015-02-09,BALSAS,DEMAIS,Atividades de associações de defesa de direitos sociais
